employId,studentId,companyName,position,salary,startDate,endDate,nationality,destination
E778278,S201046,PyrexiaInnovations,Journalist,63780,2019-01-15,2024-12-15,Djibouti,1
E15080,S586037,Canon,DataScientist,42968,2019-04-15,2025-02-03,BurkinaFaso,1
E967371,S414130,Lenovo,MarketingManager,71200,2020-10-14,2024-09-23,Eritrea,1
E952356,S412893,Coca-Cola,Nurse,74713,2018-04-15,2023-06-26,Fiji,0
E931538,S354859,Barclays,FlightAttendant,54874,2022-01-17,2024-05-16,Congo(DemocraticRepublic),0
E730612,S224180,UniversityofMichigan,Mechanic,71831,2018-09-20,2025-04-14,Estonia,0
E921933,S775920,UniversityofNorthCarolinaatChapelHill,GameDeveloper,58055,2019-03-01,2024-08-31,Côted'Ivoire,0
E402331,S174540,DHL,LabTechnician,65052,2021-05-11,2025-06-17,Dominica,1
E614220,S19458,Vodafone,ITSupportSpecialist,63523,2018-11-28,2024-01-07,Denmark,0
E34714,S746231,LG,RetailSalesAssociate,89532,2020-12-14,2025-12-04,Haiti,0
E234571,S157001,DukeUniversity,HRManager,60028,2021-04-12,2025-08-11,Cuba,1
E310117,S785947,Nike,Paramedic,78176,2022-09-28,2024-01-24,Gabon,0
E242398,S803188,IKEA,SocialMediaManager,91967,2018-07-17,2023-11-17,Iceland,2
E617615,S587118,DukeUniversity,CustomerServiceRepresentative,40868,2020-04-01,2024-10-01,Brunei,1
E418088,S30979,PepsiCo,EventPlanner,49987,2022-07-21,2023-01-15,Chad,1
E631789,S109144,SAP,GameDeveloper,57690,2018-07-11,2025-04-06,Côted'Ivoire,1
E967718,S486300,Panasonic,PoliceOfficer,84407,2019-07-07,2024-03-15,Grenada,0
E352450,S464983,Audi,CivilEngineer,34932,2021-07-18,2025-01-12,Benin,2
E370697,S562712,Accenture,OperationsManager,77551,2021-08-03,2025-11-11,France,2
E772297,S907877,Canon,RoboticsEngineer,89862,2021-07-01,2024-01-14,Honduras,1
E122581,S941786,PepsiCo,Microbiologist,72749,2022-04-03,2023-07-03,Eswatini,1
E806558,S355804,Pfizer,Florist,56365,2019-09-26,2025-07-06,Congo(Republic),2
E483963,S628217,Vodafone,Paramedic,78375,2021-02-04,2025-02-26,Gabon,0
E236924,S879359,Adidas,ITSupportSpecialist,62656,2018-12-23,2023-08-17,Denmark,2
E901638,S960871,Nike,Photographer,79784,2022-03-19,2023-02-18,Georgia,0
E67047,S784215,Samsung,DroneOperator,47735,2022-07-03,2024-01-15,Canada,2
E24579,S252669,Philips,FlightAttendant,55278,2020-06-25,2025-04-23,Congo(DemocraticRepublic),1
E996853,S547651,Mercedes-Benz,Electrician,49278,2018-02-01,2023-11-22,CentralAfricanRepublic,0
E93258,S537918,Philips,PoliticalScientist,84823,2019-09-15,2023-04-26,Guatemala,1
E174268,S320015,NorthwesternUniversity,LabTechnician,65535,2022-01-15,2023-03-14,Dominica,2
E612735,S683921,IKEA,Florist,55739,2019-08-03,2023-07-03,Congo(Republic),2
E918396,S534345,NorthwesternUniversity,Firefighter,53739,2020-10-23,2025-11-25,Comoros,2
E608010,S939246,Sony,LogisticsManager,69526,2021-08-23,2023-09-08,ElSalvador,0
E513743,S60174,Intel,GraphicDesigner,59214,2022-09-20,2024-02-28,Croatia,2
E848612,S814866,Hitachi,ResearchScientist,88062,2021-03-10,2023-05-14,Guyana,1
E952256,S937907,Intel,Pharmacist,78788,2021-04-14,2023-01-29,Gambia,2
E872813,S47594,UniversityofWisconsin-Madison,Journalist,63763,2022-07-22,2025-03-26,Djibouti,2
E221386,S824822,Hitachi,ClinicalPsychologist,37167,2019-04-13,2023-11-21,Bolivia,1
E305604,S199248,Hitachi,SolarPanelInstaller,94940,2018-01-24,2023-04-20,Iran,1
E538211,S838032,Novartis,DigitalMarketer,45686,2021-08-30,2024-02-08,Cambodia,0
E309432,S616402,Siemens,PhysicalTherapist,81502,2019-11-17,2025-02-27,Germany,1
E774627,S285245,Tencent,Florist,56270,2022-05-29,2024-06-11,Congo(Republic),2
E135331,S956528,UniversityofCaliforniaLosAngeles(UCLA),Journalist,63937,2021-10-25,2025-03-06,Djibouti,1
E916655,S382146,EchelonDynamics,Nurse,75075,2019-02-14,2023-10-14,Fiji,0
E830639,S721038,UniversityofCaliforniaLosAngeles(UCLA),ITSupportSpecialist,62994,2018-11-11,2024-06-07,Denmark,1
E290033,S507155,UniversityofGlasgow,Mechanic,71691,2019-02-24,2024-12-06,Estonia,1
E909578,S291256,Barclays,DroneOperator,48416,2019-10-10,2025-08-31,Canada,0
E649580,S330486,PepsiCo,DataScientist,43325,2022-06-22,2023-01-20,BurkinaFaso,1
E384094,S591454,Accenture,OperationsManager,77341,2022-03-07,2023-04-08,France,2
E420537,S930227,Audi,DataAnalyst,41778,2018-11-15,2023-05-23,Bulgaria,2
E486589,S639641,Accenture,LogisticsManager,69145,2018-12-11,2024-11-20,ElSalvador,2
E200427,S766783,Hyundai,EventPlanner,49707,2021-10-11,2024-05-12,Chad,2
E881223,S412293,DukeUniversity,DroneOperator,48494,2022-02-05,2025-06-28,Canada,1
E402958,S535647,Philips,OperationsManager,77630,2022-08-07,2023-11-18,France,1
E86340,S479952,Samsung,ChemicalEngineer,33960,2018-06-19,2024-08-05,Belize,2
E667447,S725225,UniversityofCaliforniaLosAngeles(UCLA),Journalist,63642,2018-04-22,2025-10-13,Djibouti,1
E998691,S124598,Siemens,DataScientist,43157,2019-12-26,2023-12-13,BurkinaFaso,1
E880779,S183277,Vodafone,Microbiologist,72866,2021-07-31,2024-03-03,Eswatini,0
E298455,S583245,Pfizer,LogisticsManager,69017,2019-05-04,2023-01-25,ElSalvador,2
E913301,S26394,CarnegieMellonUniversity,GameDeveloper,58032,2022-05-21,2025-09-30,Côted'Ivoire,0
E993324,S664916,JohnsHopkinsUniversity,Landscaper,66121,2018-07-11,2023-02-12,DominicanRepublic,2
E986676,S925887,UniversityofIllinoisUrbana-Champaign,Plumber,82764,2019-12-13,2023-11-22,Greece,1
E50653,S974252,Coca-Cola,ITSupportSpecialist,62817,2020-09-14,2025-10-11,Denmark,0
E351390,S651973,McGillUniversity,Librarian,68489,2022-01-04,2025-03-15,Egypt,2
E661572,S395256,Audi,LabTechnician,65135,2022-10-13,2023-07-26,Dominica,2
E181621,S7646,UniversityofWashington,IndustrialDesigner,62422,2020-03-02,2025-02-22,Czechia,2
E576084,S439292,Tencent,LogisticsManager,68838,2020-05-12,2025-12-19,ElSalvador,2
E522173,S61817,LG,OperationsManager,77580,2022-07-31,2025-07-22,France,0
E292323,S545465,SAP,RetailSalesAssociate,89158,2020-09-02,2023-05-03,Haiti,1
E64156,S238735,Nissan,MarketingManager,71019,2022-05-23,2023-07-26,Eritrea,1
E22165,S277871,Pfizer,PoliceOfficer,84042,2019-06-13,2023-09-06,Grenada,2
E789074,S291066,LG,Plumber,82826,2020-02-25,2024-03-23,Greece,0
E604557,S463056,UniversityofBritishColumbia(UBC),Journalist,63918,2020-11-28,2024-04-10,Djibouti,1
E466203,S366658,Vodafone,Paramedic,78375,2020-03-06,2023-04-25,Gabon,0
E235880,S683982,Barclays,Microbiologist,72768,2021-11-15,2024-03-02,Eswatini,0
E757293,S813976,UniversityofSouthernCalifornia(USC),FilmDirector,52028,2018-07-06,2023-09-25,China,1
E109044,S782033,GeorgiaInstituteofTechnology,Firefighter,54272,2019-01-14,2024-12-03,Comoros,2
E69346,S395427,Audi,DigitalMarketer,46337,2022-10-16,2025-10-20,Cambodia,2
E194344,S473415,LG,Musician,74436,2022-11-06,2024-07-26,Ethiopia,0
E601318,S601038,Nissan,Nurse,75052,2022-01-28,2025-01-13,Fiji,1
E692880,S213281,UniversityofGlasgow,Journalist,63733,2021-07-30,2023-11-25,Djibouti,1
E808705,S96513,UniversityofOslo,OccupationalTherapist,76567,2020-11-22,2024-03-13,Finland,0
E510582,S603667,HSBC,Nurse,75139,2018-11-10,2024-12-14,Fiji,1
E796682,S627760,UniversityofCaliforniaLosAngeles(UCLA),Dentist,43962,2020-10-13,2024-06-07,Burundi,1
E59744,S486159,Airbus,Florist,55737,2021-04-23,2025-02-06,Congo(Republic),2
E166132,S346152,Intel,LawEnforcementOfficer,66750,2019-02-27,2023-09-03,Ecuador,2
E217553,S444773,Pfizer,Pharmacist,79329,2019-11-11,2023-08-12,Gambia,2
E530762,S568017,Vodafone,PhysicalTherapist,81290,2022-01-29,2025-11-07,Germany,0
E762934,S777073,Audi,ProjectManager,86325,2019-10-13,2023-02-16,Guinea,2
E452501,S787279,UniversityofMichigan,PhysicalTherapist,81067,2021-05-06,2023-10-03,Germany,0
E768226,S578286,LG,HVACTechnician,60672,2022-06-07,2024-11-07,Cyprus,0
E486590,S127605,UniversityofWashington,Journalist,64124,2019-09-01,2023-09-13,Djibouti,2
E162567,S406240,Philips,RealEstateAgent,87619,2020-11-10,2024-05-11,Guinea-Bissau,1
E481783,S176570,Nissan,Nurse,74807,2018-04-14,2025-05-14,Fiji,1
E734914,S797894,Accenture,LogisticsManager,69336,2022-04-21,2024-12-11,ElSalvador,2
E916424,S432105,DHL,Journalist,64019,2020-02-16,2023-11-26,Djibouti,1
E610560,S918365,Mercedes-Benz,Microbiologist,73089,2021-08-28,2025-10-21,Eswatini,0
E547178,S614351,CarnegieMellonUniversity,Microbiologist,73407,2022-02-23,2024-11-14,Eswatini,0
E5823,S515367,Santander,Plumber,82896,2020-01-28,2023-06-10,Greece,1
E827201,S104273,Mitsubishi,IndustrialDesigner,62142,2018-05-02,2025-04-24,Czechia,2
E49983,S951956,L'Oréal,PhysicalTherapist,80841,2021-10-14,2024-08-10,Germany,0
E16539,S930479,BYD,FreelanceWriter,57506,2021-08-11,2024-01-12,CostaRica,1
E895581,S492009,Novartis,Mechanic,71998,2019-02-07,2024-12-13,Estonia,0
E439686,S715015,LG,Doctor/Physician,46645,2021-07-03,2023-02-04,Cameroon,0
E208804,S735664,Novartis,PoliceOfficer,84151,2018-02-26,2025-02-22,Grenada,0
E79078,S577016,Adidas,GameDeveloper,58572,2019-07-14,2025-04-03,Côted'Ivoire,2
E127226,S522073,CornellUniversity,Photographer,80253,2019-12-20,2024-07-21,Georgia,1
E849880,S551401,Samsung,ClinicalPsychologist,37269,2022-02-10,2025-07-26,Bolivia,2
E162454,S666328,Samsung,LawEnforcementOfficer,67447,2022-06-10,2025-04-29,Ecuador,0
E706771,S979084,Philips,Copywriter,40009,2019-10-03,2025-01-21,Brazil,1
E377923,S26736,PepsiCo,Dentist,44095,2018-07-29,2024-02-10,Burundi,1
E261902,S518952,UniversityofMichigan,GameDeveloper,58215,2022-11-24,2024-01-02,Côted'Ivoire,0
E537637,S253955,Siemens,MachineOperator,70413,2019-03-30,2023-02-24,EquatorialGuinea,1
E806612,S759952,Airbus,LogisticsManager,69290,2021-08-17,2024-05-28,ElSalvador,2
E625302,S838640,Siemens,RealEstateAgent,87344,2018-12-29,2025-10-13,Guinea-Bissau,1
E485375,S618576,Lenovo,MarketingManager,70933,2020-08-17,2025-12-29,Eritrea,1
E947037,S569080,Philips,Chef,32633,2018-05-01,2024-12-02,Belgium,1
E735604,S841871,Airbus,MarketingManager,71019,2019-01-21,2023-09-01,Eritrea,2
E871398,S575211,Panasonic,Journalist,63912,2022-10-12,2023-04-26,Djibouti,0
E18333,S3160,UniversityofWisconsin-Madison,DroneOperator,48596,2022-10-14,2024-09-22,Canada,2
E622118,S363034,LG,GraphicDesigner,58919,2021-02-20,2024-08-21,Croatia,0
E854340,S177695,Santander,Florist,56364,2021-07-22,2025-01-13,Congo(Republic),1
E808276,S466369,Philips,Pharmacist,79060,2018-08-19,2025-05-18,Gambia,1
E356404,S603627,Coca-Cola,PoliticalScientist,85549,2018-10-27,2025-06-17,Guatemala,0
E408168,S826287,UniversityofIllinoisUrbana-Champaign,Dentist,44346,2021-05-07,2023-01-22,Burundi,1
E515629,S946304,HSBC,GameDeveloper,58482,2020-01-08,2023-05-27,Côted'Ivoire,1
E372383,S438639,Hyundai,GraphicDesigner,59151,2022-03-11,2024-02-16,Croatia,2
E377387,S133385,Samsung,EventPlanner,50410,2020-12-17,2025-05-31,Chad,2
E709351,S708874,PepsiCo,ITSupportSpecialist,62941,2018-01-17,2024-12-10,Denmark,1
E573062,S474241,Siemens,Paramedic,78038,2022-02-09,2025-07-01,Gabon,2
E437540,S102512,Vodafone,MachineOperator,70202,2020-04-24,2025-09-10,EquatorialGuinea,0
E684369,S898091,IKEA,Musician,74044,2018-07-11,2024-08-18,Ethiopia,2
E693086,S970348,Barclays,GraphicDesigner,59317,2018-04-05,2024-02-14,Croatia,0
E415972,S507407,Coca-Cola,Copywriter,40142,2018-06-14,2024-02-27,Brazil,0
E298382,S23930,Airbus,RoboticsEngineer,89877,2018-06-02,2024-04-24,Honduras,2
E672454,S798643,LVMH,Musician,73656,2022-10-08,2024-01-20,Ethiopia,2
E986351,S657175,Mercedes-Benz,Farmer,51307,2019-11-25,2025-09-24,Chile,0
E888176,S624651,Barclays,Cleaner,35921,2022-08-26,2024-03-15,Bhutan,0
E645344,S734564,PepsiCo,PoliceOfficer,84537,2018-12-16,2023-06-13,Grenada,1
E626152,S146882,HSBC,PoliticalScientist,85639,2018-05-02,2023-02-05,Guatemala,1
E908059,S938510,PepsiCo,Firefighter,54221,2021-05-25,2024-09-17,Comoros,1
E904619,S394045,PepsiCo,Pharmacist,79166,2019-03-26,2024-11-02,Gambia,1
E991356,S613096,Philips,Musician,74440,2022-11-23,2023-05-02,Ethiopia,1
E868880,S67636,Coca-Cola,MachineOperator,70533,2020-03-10,2025-04-13,EquatorialGuinea,0
E444076,S874808,UniversityofPennsylvania,LabTechnician,65620,2022-03-03,2025-03-22,Dominica,0
E902344,S228455,Boeing,Musician,73708,2018-03-16,2024-10-11,Ethiopia,0
E690366,S236477,SAP,Doctor/Physician,46909,2018-03-11,2025-08-08,Cameroon,1
E691754,S173277,UniversityofNorthCarolinaatChapelHill,DataScientist,43425,2021-06-11,2024-11-08,BurkinaFaso,0
E177154,S745070,Samsung,SpeechTherapist,96434,2021-08-31,2025-07-01,Iraq,2
E442435,S366070,AstralinkRobotics,MachineOperator,69907,2021-02-27,2025-12-21,EquatorialGuinea,0
E300039,S609848,Philips,CustomerServiceRepresentative,40638,2022-07-03,2025-04-18,Brunei,1
E620816,S390750,DukeUniversity,ClinicalPsychologist,37468,2018-01-30,2025-06-15,Bolivia,1
E489970,S371087,Canon,OccupationalTherapist,76463,2021-03-17,2025-06-04,Finland,1
E726687,S44590,Boeing,DataScientist,43028,2022-03-01,2023-05-19,BurkinaFaso,0
E155468,S762006,Audi,ClinicalPsychologist,36744,2018-02-10,2024-04-24,Bolivia,2
E78332,S893213,Panasonic,ITSupportSpecialist,63238,2021-10-07,2024-02-05,Denmark,0
E507503,S462975,Novartis,GameDeveloper,58469,2019-12-02,2023-09-25,Côted'Ivoire,0
E948796,S664645,Siemens,Microbiologist,73647,2022-09-30,2025-05-26,Eswatini,2
E378775,S595791,OnyxMarineSolutions,OccupationalTherapist,76062,2019-02-16,2024-11-29,Finland,1
E563264,S876895,Vodafone,Nurse,75438,2021-10-28,2025-08-07,Fiji,0
E135686,S255383,SAP,Firefighter,54124,2020-03-11,2024-11-05,Comoros,1
E442669,S952174,UniversityofBritishColumbia(UBC),IndustrialDesigner,61881,2021-05-04,2025-11-08,Czechia,1
E395265,S846994,Audi,Dietitian/Nutritionist,45419,2018-12-11,2023-02-22,CaboVerde,2
E275619,S195717,UniversityofIllinoisUrbana-Champaign,CustomerServiceRepresentative,41423,2018-01-11,2025-01-14,Brunei,1
E730296,S20533,Siemens,Musician,74350,2022-11-09,2023-08-30,Ethiopia,1
E136403,S118482,Hewlett-Packard(HP),Photographer,79699,2018-07-06,2024-09-03,Georgia,2
E836419,S265692,UniversityofWashington,LabTechnician,64904,2021-09-04,2023-08-05,Dominica,2
E767982,S64256,Intel,LabTechnician,65404,2020-08-31,2025-11-01,Dominica,2
E654613,S754933,Nike,LabTechnician,65103,2019-02-06,2024-02-03,Dominica,0
E828780,S687231,Samsung,ProjectManager,86633,2022-05-25,2025-02-18,Guinea,2
E494249,S803188,IKEA,SocialMediaManager,91967,2022-12-02,2023-09-18,Iceland,2
E827123,S630065,Audi,Copywriter,39770,2021-05-19,2025-03-27,Brazil,2
E556712,S958842,Hitachi,Pilot,82288,2019-02-04,2025-08-30,Ghana,1
E706114,S527391,Coca-Cola,GraphicDesigner,59165,2019-08-06,2023-05-18,Croatia,0
E882600,S925294,UniversityofWarwick,Farmer,51245,2021-12-02,2024-01-10,Chile,0
E878330,S470895,Santander,GameDeveloper,58005,2019-08-17,2023-09-14,Côted'Ivoire,1
E756927,S681170,IKEA,LogisticsManager,69580,2020-12-22,2023-02-22,ElSalvador,2
E252723,S660028,Pfizer,FlightAttendant,55283,2021-12-08,2023-07-14,Congo(DemocraticRepublic),2
E773348,S325126,Nissan,HRManager,60416,2022-07-21,2024-06-16,Cuba,1
E373992,S332285,Nissan,Florist,55703,2020-04-06,2023-11-04,Congo(Republic),1
E375732,S349857,Santander,HRManager,59629,2021-02-15,2023-11-28,Cuba,1
E264313,S482476,Hitachi,SocialMediaManager,91797,2020-02-23,2025-09-05,Iceland,1
E71380,S319991,Hitachi,Mechanic,71976,2019-04-26,2023-06-20,Estonia,1
E789625,S84047,L'Oréal,Paramedic,78040,2019-08-06,2023-04-27,Gabon,0
E636547,S242674,Airbus,Journalist,64536,2018-10-06,2023-02-10,Djibouti,2
E489009,S617290,UniversityofTexasatAustin,MachineOperator,70211,2019-10-02,2023-04-08,EquatorialGuinea,0
E926844,S445002,Huawei,LogisticsManager,68654,2019-06-14,2025-09-20,ElSalvador,1
E531522,S391355,UniversityofIllinoisUrbana-Champaign,Dietitian/Nutritionist,45497,2020-02-20,2024-02-08,CaboVerde,1
E959026,S674453,DHL,EventPlanner,49826,2022-02-03,2023-10-31,Chad,1
E563782,S646669,BYD,GraphicDesigner,59275,2021-08-04,2024-02-18,Croatia,1
E756341,S774816,LG,Copywriter,39858,2019-05-24,2024-06-25,Brazil,0
E639065,S320866,CornellUniversity,Doctor/Physician,47031,2022-11-12,2024-11-27,Cameroon,1
E186785,S501283,UniversityofPennsylvania,FinancialAdvisor,53195,2022-08-07,2023-10-20,Colombia,0
E92320,S426162,HSBC,Dentist,44540,2018-10-21,2025-11-06,Burundi,1
E567941,S550546,Alibaba,Microbiologist,73505,2020-09-29,2023-11-30,Eswatini,2
E676730,S556816,CarnegieMellonUniversity,GraphicDesigner,58772,2019-11-03,2023-04-25,Croatia,0
E807346,S159445,DukeUniversity,EventPlanner,50119,2020-03-06,2025-06-03,Chad,1
E769969,S353971,Philips,Electrician,49576,2018-06-04,2023-03-03,CentralAfricanRepublic,1
E30803,S49130,Hyundai,EventPlanner,50201,2019-07-21,2023-10-19,Chad,2
E86983,S318953,Huawei,FinancialAdvisor,53169,2020-06-19,2025-12-10,Colombia,1
E108432,S312280,UniversityofNorthCarolinaatChapelHill,FlightAttendant,55290,2019-05-02,2025-04-24,Congo(DemocraticRepublic),0
E571637,S521755,HSBC,Nurse,75393,2018-09-01,2025-07-30,Fiji,1
E13296,S454383,Mercedes-Benz,HRManager,60305,2018-01-30,2025-03-02,Cuba,0
E327012,S299401,Panasonic,CustomerServiceRepresentative,40812,2022-03-15,2025-09-17,Brunei,0
E523108,S944061,UniversityofWisconsin-Madison,Electrician,49229,2021-02-20,2023-12-16,CentralAfricanRepublic,2
E347550,S786343,Coca-Cola,EventPlanner,50302,2021-09-10,2025-07-23,Chad,0
E125698,S521961,Hyundai,Electrician,49044,2022-07-31,2023-03-28,CentralAfricanRepublic,2
E439292,S788931,UniversityofNorthCarolinaatChapelHill,FinancialAdvisor,53143,2022-04-14,2024-06-11,Colombia,0
E465834,S925009,CornellUniversity,HVACTechnician,60822,2018-05-01,2024-07-20,Cyprus,1
E784037,S107345,UniversityofCaliforniaLosAngeles(UCLA),Journalist,64328,2018-04-08,2023-12-16,Djibouti,1
E717965,S165401,LG,CustomerServiceRepresentative,41531,2021-07-02,2024-02-18,Brunei,0
E712144,S894566,DHL,Landscaper,66245,2021-11-19,2024-05-11,DominicanRepublic,1
E916913,S113740,Coca-Cola,DataScientist,42591,2020-07-23,2024-04-07,BurkinaFaso,0
E122977,S742132,UniversityofBritishColumbia(UBC),Musician,74560,2020-10-17,2025-08-15,Ethiopia,1
E4433,S240348,UniversityofWashington,FreelanceWriter,57221,2018-09-28,2023-09-29,CostaRica,2
E44679,S982103,DukeUniversity,FinancialAdvisor,52839,2022-12-30,2024-04-17,Colombia,1
E384225,S4384,Mercedes-Benz,RetailSalesAssociate,89494,2022-12-21,2025-11-18,Haiti,0
E136259,S420957,Boeing,MachineOperator,69803,2022-03-20,2025-04-05,EquatorialGuinea,0
E396187,S24311,GeorgiaInstituteofTechnology,FinancialAdvisor,53507,2022-09-08,2023-05-12,Colombia,2
E229572,S351689,McGillUniversity,Musician,73761,2020-11-17,2024-07-19,Ethiopia,2
E306664,S302909,JohnsHopkinsUniversity,Paramedic,77729,2020-03-09,2023-02-21,Gabon,2
E676100,S15142,Vodafone,HVACTechnician,60983,2019-11-24,2023-10-01,Cyprus,0
E579130,S924889,UniversityofWarwick,Librarian,67681,2021-04-18,2023-06-13,Egypt,0
E810799,S960290,Siemens,IndustrialDesigner,61718,2020-10-01,2023-12-04,Czechia,1
E48819,S269385,UniversityofCaliforniaLosAngeles(UCLA),DroneOperator,48235,2020-07-28,2024-03-08,Canada,1
E518599,S582575,UniversityofPennsylvania,MachineOperator,70105,2021-02-13,2024-02-04,EquatorialGuinea,0
E165380,S578924,LG,EventPlanner,49722,2022-01-10,2024-06-24,Chad,0
E671394,S882398,IKEA,DigitalMarketer,45960,2021-03-08,2024-08-02,Cambodia,2
E590049,S567580,LG,FinancialAdvisor,52945,2019-12-16,2023-06-16,Colombia,0
E754045,S412936,Hyundai,DroneOperator,47951,2018-07-05,2025-09-04,Canada,2
E175238,S191954,Airbus,Photographer,80498,2018-07-16,2023-09-25,Georgia,2
E176435,S704827,Novartis,Pharmacist,78696,2019-08-03,2024-05-21,Gambia,0
E873198,S323468,Vodafone,Firefighter,53902,2020-07-07,2025-09-17,Comoros,0
E734380,S953431,UniversityofWashington,FinancialAdvisor,52638,2021-01-01,2024-01-11,Colombia,2
E479718,S610602,Audi,Pilot,82136,2020-10-03,2023-04-12,Ghana,2
E306965,S97630,UniversityofIllinoisUrbana-Champaign,Dietitian/Nutritionist,45068,2018-05-14,2025-02-08,CaboVerde,1
E379040,S825971,Coca-Cola,ResearchScientist,88322,2018-10-19,2023-11-13,Guyana,0
E330757,S460015,Santander,GameDeveloper,58326,2019-11-26,2025-08-04,Côted'Ivoire,1
E654913,S277632,DHL,DataScientist,42686,2019-03-11,2023-04-22,BurkinaFaso,1
E634415,S519217,UniversityofGlasgow,Nurse,74877,2021-05-26,2025-03-01,Fiji,1
E428059,S383801,DukeUniversity,Firefighter,53801,2019-04-12,2023-03-03,Comoros,1
E499631,S151657,ZenithPulseMedia,ITSupportSpecialist,63626,2022-04-04,2025-03-20,Denmark,2
E716252,S595903,Barclays,FreelanceWriter,57590,2020-04-12,2024-06-06,CostaRica,0
E249752,S422042,Panasonic,ConstructionWorker,37924,2021-07-12,2023-11-22,BosniaandHerzegovina,0
E390002,S632054,Boeing,HVACTechnician,60976,2022-08-22,2024-04-03,Cyprus,0
E696243,S814652,Hyundai,Pharmacist,79554,2021-02-18,2025-04-14,Gambia,2
E634882,S455367,IKEA,FlightAttendant,54948,2021-12-11,2024-10-14,Congo(DemocraticRepublic),2
E470170,S898197,McGillUniversity,MarketingManager,71623,2022-11-27,2023-05-04,Eritrea,2
E384008,S332902,UniversityofIllinoisUrbana-Champaign,EventPlanner,50476,2020-12-30,2025-06-07,Chad,1
E966350,S659867,Lenovo,HRManager,59709,2021-11-11,2024-06-27,Cuba,1
E640069,S43784,LG,GameDeveloper,58358,2020-07-08,2023-03-19,Côted'Ivoire,0
E902679,S605284,SAP,OperationsManager,77412,2022-03-14,2025-12-09,France,1
E201605,S125029,Samsung,Cleaner,35586,2018-06-17,2025-08-18,Bhutan,2
E33782,S585779,UniversityofVirginia,DroneOperator,47817,2021-06-27,2025-10-07,Canada,1
E383422,S359207,Panasonic,Journalist,64017,2018-04-10,2023-01-05,Djibouti,0
E772247,S815435,Nissan,FreelanceWriter,57482,2018-08-01,2024-05-06,CostaRica,1
E767331,S177541,Barclays,Pharmacist,78781,2018-06-07,2023-05-11,Gambia,0
E616294,S9016,Accenture,Librarian,68319,2019-09-30,2025-12-23,Egypt,2
E369346,S242276,McGillUniversity,OperationsManager,76804,2018-05-07,2023-12-18,France,2
E219098,S287632,Philips,MarketingManager,71052,2021-06-04,2024-12-03,Eritrea,1
E7676,S733217,Coca-Cola,LogisticsManager,69242,2021-05-15,2023-11-14,ElSalvador,0
E480795,S368181,Santander,GameDeveloper,57700,2022-11-10,2023-09-25,Côted'Ivoire,1
E360635,S764427,Pfizer,GraphicDesigner,58885,2018-01-12,2024-03-01,Croatia,2
E606072,S49132,UniversityofNorthCarolinaatChapelHill,DigitalMarketer,46519,2020-08-09,2025-03-08,Cambodia,0
E926608,S310189,Philips,Firefighter,54367,2021-03-30,2024-02-03,Comoros,1
E44635,S580655,Accenture,Musician,73914,2018-03-26,2023-05-26,Ethiopia,2
E471298,S999511,Hyundai,FilmDirector,52205,2019-02-12,2025-06-06,China,2
E306900,S787453,DHL,FlightAttendant,54613,2021-12-21,2023-01-28,Congo(DemocraticRepublic),1
E267431,S633158,UniversityofCaliforniaLosAngeles(UCLA),FinancialAdvisor,53285,2022-05-26,2024-02-01,Colombia,1
E820154,S440346,Coca-Cola,ConstructionWorker,37585,2019-05-24,2023-10-26,BosniaandHerzegovina,0
E337756,S736331,Hyundai,HVACTechnician,61070,2021-08-20,2024-08-14,Cyprus,2
E106055,S790984,IKEA,OccupationalTherapist,76289,2018-03-17,2023-04-18,Finland,2
E762525,S330486,PepsiCo,DataScientist,43325,2021-05-06,2024-07-04,BurkinaFaso,1
E978497,S834556,UniversityofIllinoisUrbana-Champaign,FinancialAdvisor,53293,2018-10-21,2024-12-10,Colombia,1
E167342,S76857,Siemens,OccupationalTherapist,76225,2019-05-01,2023-02-09,Finland,1
E683876,S893484,OnyxMarineSolutions,LogisticsManager,68847,2020-11-29,2024-03-10,ElSalvador,1
E601860,S112715,Pfizer,MachineOperator,70113,2022-10-19,2024-11-29,EquatorialGuinea,2
E76441,S204979,Mitsubishi,HVACTechnician,61208,2021-12-10,2023-09-02,Cyprus,2
E5109,S553127,LVMH,LabTechnician,64928,2020-06-18,2023-04-12,Dominica,2
E861850,S63820,Mercedes-Benz,FlightAttendant,55224,2018-09-12,2025-12-18,Congo(DemocraticRepublic),0
E414137,S63219,UniversityofNorthCarolinaatChapelHill,Journalist,63849,2018-09-08,2023-12-07,Djibouti,0
E471850,S242571,Canon,DigitalMarketer,46345,2020-04-24,2023-06-19,Cambodia,1
E676892,S667613,UniversityofMichigan,GameDeveloper,58215,2018-06-12,2025-07-09,Côted'Ivoire,0
E562718,S681988,UniversityofManchester,Landscaper,66223,2018-01-11,2025-04-11,DominicanRepublic,2
E647111,S606272,Tencent,Pilot,81746,2020-11-29,2023-01-17,Ghana,2
E988649,S100040,Hewlett-Packard(HP),Photographer,80403,2021-10-30,2024-12-26,Georgia,2
E811554,S212285,UniversityofIllinoisUrbana-Champaign,IndustrialDesigner,62106,2022-12-20,2023-11-07,Czechia,1
E181304,S468552,Xiaomi,EventPlanner,49809,2020-06-23,2024-06-06,Chad,0
E465706,S551280,Tesla,Photographer,80613,2019-08-07,2025-12-22,Georgia,0
E76419,S593229,UniversityofOslo,HVACTechnician,61495,2022-10-04,2025-02-28,Cyprus,0
